Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
STE ELIZABETH,MANITOBA,5022553,3665,49.32,-97.17,239,1973,1989,-999,-999,1973,1989,1973,1989
ST EUSTACHE,MANITOBA,5022554,3666,49.97,-97.78,243,1989,1991,-999,-999,1989,1991,1989,1991
ST JEAN BAPTISTE,MANITOBA,5022567,6887,49.27,-97.4,237,1993,1997,-999,-999,1993,1997,1993,1997
ST LABRE,MANITOBA,5022575,3667,49.35,-96.04,352,1981,2019,-999,-999,1981,2019,1981,2007
ST ANDREWS A,MANITOBA,50225DP,3659,50.05,-97.03,231,1976,1985,1976,1985,1976,1985,1976,1985
ST MALO,MANITOBA,5022601,3668,49.32,-96.95,263,1980,2008,-999,-999,1980,2008,1980,2007
ST NORBERT,MANITOBA,5022603,3669,49.77,-97.15,231,1970,1976,-999,-999,1970,1976,1970,1976
ST PIERRE JOLYS,MANITOBA,5022606,6888,49.46,-97.01,281,1993,2005,-999,-999,1993,2005,1993,2005
SCHANZENFELD,MANITOBA,5022623,6889,49.13,-97.95,277,1991,2019,-999,-999,1991,2019,1991,2007
SELKIRK,MANITOBA,5022630,3670,50.17,-96.87,226,1963,2008,-999,-999,1963,2008,1963,2007
SNOWFLAKE,MANITOBA,5022703,3671,49.07,-98.65,474,1987,2011,-999,-999,1987,2011,1987,2007
SPERLING,MANITOBA,5022740,3672,49.5,-97.7,243,1969,2003,-999,-999,1969,2003,1969,2003
SPRAGUE,MANITOBA,5022759,10196,49.02,-95.6,328,1992,2019,1994,2019,1992,2019,1996,2007
SPRAGUE,MANITOBA,5022760,3673,49.02,-95.6,329,1915,1998,-999,-999,1915,1998,1915,1998
STARBUCK,MANITOBA,5022770,3674,49.73,-97.62,237,1962,2004,-999,-999,1962,2004,1962,2004
STEINBACH,MANITOBA,5022780,3675,49.53,-96.77,253,1956,2005,-999,-999,1956,2005,1956,2005
STONEWALL,MANITOBA,5022788,3676,50.12,-97.33,251,1959,1991,-999,-999,1959,1991,1959,1991
STONY MOUNTAIN,MANITOBA,5022790,3677,50.07,-97.23,244,1878,1937,-999,-999,1878,1919,1878,1937
STONY MOUNTAIN,MANITOBA,5022791,3678,50.12,-97.17,236,1972,2019,-999,-999,1972,2019,1972,2007
STUARTBURN,MANITOBA,5022797,6890,49.13,-96.78,289,1993,2003,-999,-999,1993,2003,1993,2003
SUNDOWN,MANITOBA,5022798,3679,49.02,-96.23,320,1980,2000,-999,-999,1980,2000,1980,2000
TEULON,MANITOBA,5022855,3680,50.42,-97.25,266,1970,1974,-999,-999,1970,1974,1970,1974
TOLSTOI,MANITOBA,5022928,6891,49.07,-96.8,291,1993,1994,-999,-999,1993,1994,1993,1994
TURTLE MOUNTAIN 10,MANITOBA,5022945,3681,49.08,-99.93,579,1978,1986,-999,-999,1978,1986,1978,1986
TURTLE MOUNTAIN 11,MANITOBA,5022946,3682,49.13,-100.12,579,1978,2005,-999,-999,1978,2005,1978,2005
TURTLE MOUNTAIN 12,MANITOBA,5022947,3683,49.1,-100.23,669,1979,1985,-999,-999,1979,1985,1979,1985
STE ANNE SE5,MANITOBA,5022EDQ,3634,49.63,-96.6,257,1979,1982,-999,-999,1979,1982,1979,1982
SNOWFLAKE 4NE,MANITOBA,5022G04,3635,49.08,-98.65,474,1987,1995,-999,-999,1987,1995,1987,1995
VITA,MANITOBA,5023000,3684,49.13,-96.57,301,1953,1995,-999,-999,1953,1995,1953,1995
VITA,MANITOBA,5023001,3685,49.08,-96.55,304,1979,1983,-999,-999,1979,1983,1979,1983
WARREN,MANITOBA,5023110,3687,50.13,-97.63,248,1924,1991,-999,-999,1924,1991,1924,1991
WHITEMOUTH LAKE,MANITOBA,5023149,3688,49.28,-95.75,350,1972,1981,-999,-999,1972,1981,1972,1981
WINNIPEG ANDERSON AVE,MANITOBA,5023170,3689,49.92,-97.15,-999,1955,1956,-999,-999,1955,1956,1955,1955
WINNIPEG ASSINIBOINE PARK,MANITOBA,5023174,3690,49.88,-97.23,228,1989,1992,-999,-999,1989,1992,1989,1992
WINNIPEG BLUMBERG GOLF COURSE,MANITOBA,5023178,3691,49.87,-97.35,236,1989,1992,-999,-999,1989,1992,1989,1992
WINNIPEG BROOKLANDS,MANITOBA,5023180,3692,49.83,-97.18,-999,1955,1955,-999,-999,1955,1955,1955,1955
WINNIPEG CHARLESWOOD,MANITOBA,5023190,3693,49.85,-97.28,234,1955,1966,-999,-999,1955,1966,1955,1966
WINNIPEG CHARLESWOOD LAGOON,MANITOBA,50231R0,3686,49.83,-97.33,236,1964,1992,-999,-999,1964,1992,1989,1992
WINNIPEG CLARE AVE,MANITOBA,5023200,3695,49.87,-97.13,232,1955,1958,-999,-999,1955,1958,1955,1958
WINNIPEG E KILDONAN,MANITOBA,5023210,3696,49.93,-97.1,231,1955,1959,-999,-999,1955,1959,1955,1959
WINNIPEG FLORA AVE,MANITOBA,5023220,3697,49.92,-97.15,232,1955,1957,-999,-999,1955,1957,1955,1957
WINNIPEG RICHARDSON INT'L A,MANITOBA,5023222,3698,49.92,-97.23,238,1938,2013,1953,2013,1938,2008,1938,2007
WINNIPEG A FIRE HALL,MANITOBA,5023223,27525,49.9,-97.25,238,1997,2002,-999,-999,1997,2002,1997,2002
WINNIPEG HANGARLINE ROAD,MANITOBA,5023224,27000,49.92,-97.23,238,1994,1997,-999,-999,1994,1997,1994,1997
WINNIPEG CHARLESWOOD 2,MANITOBA,5023225,43185,49.85,-97.27,238,2004,2019,-999,-999,2004,2019,2004,2007
WINNIPEG RICHARDSON AWOS,MANITOBA,5023226,47407,49.92,-97.23,238,2008,2013,2008,2013,2008,2013,-999,-999
WINNIPEG INTL A,MANITOBA,5023227,51097,49.91,-97.24,238,2013,2019,2013,2019,2018,2019,-999,-999
WINNIPEG PERTH,MANITOBA,5023228,3699,49.92,-97.13,234,1960,1960,-999,-999,1960,1960,1960,1960
WINNIPEG ST BONIFACE,MANITOBA,5023230,3700,49.88,-97.1,232,1955,1959,-999,-999,1955,1959,1955,1959
WINNIPEG ST BONIFACE WW,MANITOBA,5023233,3701,49.88,-97.1,232,1960,1981,-999,-999,1960,1981,1960,1981
WINNIPEG ST JAMES,MANITOBA,5023240,3702,49.88,-97.27,-999,1955,1956,-999,-999,1955,1956,1955,1956
WINNIPEG ST JOHNS COLL,MANITOBA,5023243,3703,49.88,-97.12,231,1872,1938,-999,-999,1872,1938,1872,1938
WINNIPEG SHERBROOK ST,MANITOBA,5023250,3704,49.88,-97.15,232,1955,1963,-999,-999,1955,1963,1955,1963
WINNIPEG SHERBURN ST,MANITOBA,5023260,3705,49.9,-97.18,232,1955,1957,-999,-999,1955,1957,1955,1957
WINNIPEG STP,MANITOBA,5023261,3706,49.95,-97.1,232,1960,1989,-999,-999,1960,1989,1960,1989
WINNIPEG THE FORKS,MANITOBA,5023262,28051,49.89,-97.13,230,1999,2019,1999,2019,1999,2019,1999,2007
WINNIPEG TRANSCONA,MANITOBA,5023263,3707,49.92,-97.02,235,1967,1968,-999,-999,1967,1968,1967,1968
WINNIPEG U OF MANITOBA,MANITOBA,5023265,3708,49.85,-97.25,234,1939,1949,-999,-999,1939,1949,1939,1949
WINNIPEG U OF MANITOBA,MANITOBA,5023270,3709,49.8,-97.13,234,1961,1968,-999,-999,1961,1968,1961,1968
WINNIPEG WINDSOR GOLF COURSE,MANITOBA,5023274,3710,49.87,-97.08,230,1989,1992,-999,-999,1989,1992,1989,1992
WINNIPEG W KILDONAN,MANITOBA,5023280,3711,49.92,-97.13,-999,1955,1955,-999,-999,1955,1955,1955,1955
WINNIPEG GRACE HOSPITAL,MANITOBA,5023281,43186,49.88,-97.28,241,2004,2006,-999,-999,2004,2006,2004,2006
WINNIPEG CANGENE,MANITOBA,5023282,43187,49.8,-97.15,233,2004,2008,-999,-999,2004,2008,2004,2007
WINNIPEG WTC STAPON,MANITOBA,5023283,43193,49.9,-97.06,234,2004,2008,-999,-999,2004,2008,2004,2007
WINNIPEG FED LAB,MANITOBA,5023284,43194,49.91,-97.16,230,2004,2008,-999,-999,2004,2008,2004,2007
WOODRIDGE,MANITOBA,5023295,3712,49.28,-96.15,381,1979,1981,-999,-999,1979,1981,1979,1981
WINNIPEG FORT WHYTE,MANITOBA,50232KJ,3694,49.82,-97.23,234,1985,1988,-999,-999,1985,1988,1985,1988
ZHODA,MANITOBA,5023370,3713,49.25,-96.52,304,1980,2000,-999,-999,1980,2000,1980,2000
WINNIPEG HURST RESERVOIR,MANITOBA,502C2JM,3568,49.85,-97.18,235,1989,1990,-999,-999,1989,1990,1989,1990
WINNIPEG MCPHILLIPS SLEDGE BEDS,MANITOBA,502CKBD,3567,49.82,-97.12,288,1989,1992,-999,-999,1989,1992,1989,1992
CARMAN U OF M CS,MANITOBA,502I001,26857,49.5,-98.03,268,1995,2019,1995,2019,1995,2019,1996,2007
WINNIPEG PACIFIC AVENUE,MANITOBA,502I002,27170,49.92,-97.17,234,1996,1999,-999,-999,1996,1999,1996,1999
STONEWALL,MANITOBA,502KGHG,6883,50.22,-97.32,248,1992,1994,-999,-999,1992,1994,1992,1994
POPLAR POINT,MANITOBA,502KKNL,6884,50.05,-98.9,245,1992,1996,-999,-999,1992,1996,1992,1996
WHITE HORSE PLAINS,MANITOBA,502LA48,3569,49.93,-97.6,237,1988,1989,-999,-999,1988,1989,1988,1989
WINNIPEG SOUTH,MANITOBA,502M001,27230,49.78,-97.13,232,1996,2005,-999,-999,1996,2005,1996,2005
WINNIPEG A CS,MANITOBA,502S001,27174,49.92,-97.25,238,1996,2019,2013,2019,1996,2019,1996,2007
ARBORG,MANITOBA,5030080,3717,50.93,-97.08,224,1951,2016,-999,-999,1951,2016,1951,2007
ARNES,MANITOBA,5030109,10206,50.8,-96.95,221,1994,2000,1994,2000,-999,-999,-999,-999
BEAUSEJOUR,MANITOBA,5030155,3718,50.13,-96.22,302,1959,1985,1959,1985,1960,1979,1960,1979
BEAUSEJOUR 2,MANITOBA,5030160,3719,50.03,-96.47,251,1953,2005,-999,-999,1953,2005,1953,2005
BERENS RIVER,MANITOBA,5030200,3720,52.35,-97.03,217,1905,1964,-999,-999,1905,1964,1905,1964
BERENS RIVER A,MANITOBA,5030201,53321,52.36,-97.02,222,2015,2019,2015,2019,-999,-999,-999,-999
BERENS RIVER A,MANITOBA,5030202,26964,52.36,-97.02,222,1995,2015,1995,2015,-999,-999,-999,-999
BERENS RIVER CS,MANITOBA,5030203,3721,52.36,-97.02,221,1985,2019,1985,2019,1985,2019,1985,2007
BERENS RIVER A,MANITOBA,5030204,53318,52.36,-97.02,222,2015,2019,2015,2019,2018,2019,-999,-999
BISSETT,MANITOBA,5030280,3722,50.97,-95.63,-999,1933,1952,-999,-999,1933,1952,1933,1952
BISSETT,MANITOBA,5030282,3723,51.03,-95.7,259,1968,1997,1968,1985,1968,1997,1968,1997
BRAINTREE 1,MANITOBA,5030334,3724,49.63,-95.57,315,1983,1984,-999,-999,1983,1984,1983,1984
BRAINTREE 2,MANITOBA,5030335,3725,49.6,-95.62,315,1983,1995,-999,-999,1983,1995,1983,1995
BROAD VALLEY,MANITOBA,5030510,3726,50.98,-97.47,259,1970,1995,-999,-999,1970,1995,1970,1995
BROKENHEAD,MANITOBA,5030523,3727,50.27,-96.52,228,1981,1984,-999,-999,1981,1984,1981,1984
CHANNEL ISLAND,MANITOBA,5030556,3728,52.3,-97.38,216,1886,1904,-999,-999,1886,1904,1886,1904
CHATFIELD,MANITOBA,5030559,3729,50.82,-97.5,265,1969,1995,-999,-999,1969,1995,1969,1995
ELMA,MANITOBA,5030869,3730,49.77,-95.93,292,1978,1992,-999,-999,1978,1992,1978,1992
FALCON LAKE TCPL 45,MANITOBA,5030912,3731,49.68,-95.37,338,1969,1997,-999,-999,1969,1997,1969,1997
FISHER BRANCH,MANITOBA,5030916,3732,51.1,-97.55,246,1970,2005,-999,-999,1970,2005,1970,2005
FISHER BRANCH SOUTH,MANITOBA,5030917,3733,51.05,-97.53,259,1977,2009,-999,-999,1977,2009,1977,2007
FRASERWOOD,MANITOBA,5030982,3734,50.63,-97.22,256,1969,1989,-999,-999,1969,1989,1969,1989
GEORGE ISLAND,MANITOBA,5030983,3735,52.8,-97.63,219,1965,1983,-999,-999,1965,1983,1966,1983
GEORGE ISLAND (AUT),MANITOBA,5030984,7333,52.82,-97.62,222,1994,2019,1994,2019,1994,2019,1998,2007
FISHER BRANCH (AUT),MANITOBA,50309J6,8993,51.08,-97.55,253,1992,2019,1994,2019,1992,2019,1999,2007
GIMLI,MANITOBA,5031038,3736,50.63,-97.02,222,1972,1991,1972,1991,1972,1991,1972,1991
GIMLI,MANITOBA,5031039,6892,50.63,-97.02,222,1993,2008,-999,-999,1993,2008,1993,2007
GIMLI A,MANITOBA,5031040,3737,50.63,-97.05,222,1944,1971,1953,1971,1944,1971,1944,1971
GIMLI HARBOUR CS,MANITOBA,5031041,27867,50.63,-96.98,217,1999,2019,1999,2019,1999,2019,2006,2006
GIMLI CLIMATE,MANITOBA,5031042,45007,50.63,-97.05,230,2006,2019,2006,2019,2006,2019,2007,2007
GIMLI WRB,MANITOBA,5031043,3738,50.62,-97.03,221,1964,1964,-999,-999,1964,1964,1964,1964
GIMLI INDUSTRIAL PARK,MANITOBA,50310D0,10728,50.63,-97.05,230,1992,2010,1994,2010,1992,2010,1996,2007
GRAND BEACH PARK,MANITOBA,5031102,3739,50.55,-96.58,225,1980,1980,-999,-999,1980,1980,1980,1980
GRAND RAPIDS,MANITOBA,5031110,3740,53.18,-99.27,222,1960,1979,1970,1979,1960,1979,1960,1979
GRAND RAPIDS HYDRO,MANITOBA,5031111,3741,53.16,-99.28,222,1966,2019,-999,-999,1966,2019,1966,2007
GREAT FALLS,MANITOBA,5031200,3742,50.47,-96.0,248,1922,2003,-999,-999,1922,2003,1922,2002
GREAT FALLS CLIMATE,MANITOBA,5031201,43243,50.52,-95.98,253,2005,2019,2005,2019,2005,2019,2005,2007
HECLA ISLAND (AUT),MANITOBA,5031288,7291,51.17,-96.63,230,1977,1985,1977,1985,-999,-999,-999,-999
HNAUSA,MANITOBA,5031298,3743,50.93,-97.0,225,1973,1976,-999,-999,1973,1976,1973,1976
HODGSON,MANITOBA,5031300,3744,51.2,-97.58,231,1960,1967,-999,-999,1960,1967,1961,1966
HODGSON 2,MANITOBA,5031301,3745,51.19,-97.47,231,1966,2014,-999,-999,1966,2014,1966,2007
HODGSON 3,MANITOBA,5031310,52858,51.21,-97.57,231,2014,2019,-999,-999,2014,2019,-999,-999
INDIAN BAY,MANITOBA,5031320,3746,49.62,-95.2,326,1915,2019,-999,-999,1915,2019,1915,2007
INWOOD,MANITOBA,5031369,6951,50.5,-97.5,276,1991,1992,-999,-999,1991,1992,1991,1992
LA BROQUERIE,MANITOBA,5031511,6893,49.48,-96.53,290,1992,1996,-999,-999,1992,1996,1992,1996
LA BROQUERIE,MANITOBA,5031512,30621,49.48,-96.52,289,2000,2004,-999,-999,2000,2004,2000,2004
MATHESON ISLAND,MANITOBA,5031700,3747,51.72,-96.9,221,1963,1966,-999,-999,1963,1966,1963,1966
MOSS SPUR,MANITOBA,503196F,3748,49.98,-96.13,283,1978,1987,-999,-999,1978,1987,1978,1987
NARCISSE,MANITOBA,5031991,3749,50.67,-97.65,271,1982,2014,-999,-999,1982,2014,1982,2007
GRAND RAPIDS (AUT),MANITOBA,5031A10,7290,53.19,-99.27,222,1992,2019,1994,2019,1992,2019,1999,2007
PINAWA,MANITOBA,5032160,3750,50.22,-95.92,259,1915,1951,-999,-999,1915,1951,1915,1951
PINAWA CANWARN,MANITOBA,5032161,43620,50.15,-95.89,277,2005,2019,-999,-999,2005,2019,2005,2007
PINAWA WNRE,MANITOBA,5032162,3751,50.18,-96.06,266,1963,2017,-999,-999,1963,2017,1963,2007
PINE DOCK,MANITOBA,5032163,3752,51.63,-96.8,219,1966,1997,-999,-999,1966,1997,1966,1997
PINE FALLS,MANITOBA,5032164,3753,50.57,-96.22,231,1959,1994,-999,-999,1959,1994,1959,1994
POINTE DU BOIS,MANITOBA,5032249,3754,50.3,-95.55,300,1967,1972,-999,-999,1967,1972,1967,1972
RENNIE,MANITOBA,5032360,3755,49.85,-95.53,323,1948,2019,-999,-999,1948,2019,1948,2007
RIVERTON,MANITOBA,5032443,3756,50.98,-96.98,220,1967,1969,-999,-999,1967,1969,1967,1969
ROSS,MANITOBA,5032495,3757,49.77,-96.43,274,1967,1977,-999,-999,1967,1977,1967,1977
STE GENEVIEVE,MANITOBA,5032560,3758,49.75,-96.6,256,1950,1995,-999,-999,1950,1995,1950,1995
SEVEN SISTERS FALLS,MANITOBA,5032640,3759,50.12,-96.02,266,1950,1970,-999,-999,1950,1970,1950,1970
SEVEN SISTERS OYES,MANITOBA,5032641,3760,50.1,-95.93,274,1980,1980,-999,-999,1980,1980,1980,1980
SPRUCE TCPL 43,MANITOBA,5032764,3761,49.65,-96.17,310,1969,1983,-999,-999,1969,1983,1969,1983
VICTORIA BEACH (AUT),MANITOBA,5032951,9035,50.7,-96.57,220,1996,2019,1996,2019,1996,2019,1996,2006
NORTH JULIUS,MANITOBA,503B0MF,3714,50.07,-96.18,290,1986,1992,-999,-999,1986,1992,1986,1992
OSTENFELD,MANITOBA,503B0NE,3715,49.82,-96.48,274,1973,2005,-999,-999,1973,2005,1973,2005
PINAWA,MANITOBA,503B1ER,10186,50.18,-96.06,268,1992,2019,1994,2019,1992,2019,1996,2007
HODGSON 6N,MANITOBA,503JC00,3716,51.3,-97.57,243,1972,1973,-999,-999,1972,1973,1972,1973
ALONSA,MANITOBA,5040037,3769,50.83,-99.05,274,1980,2007,-999,-999,1980,2007,1980,2007
AMARANTH,MANITOBA,5040060,3770,50.63,-98.72,259,1980,2004,-999,-999,1980,2004,1980,2004
ASHERN,MANITOBA,5040120,3771,51.13,-98.37,263,1951,1991,-999,-999,1951,1991,1951,1991
ASHVILLE,MANITOBA,5040121,3772,51.28,-100.28,320,1973,1979,-999,-999,1973,1979,1973,1979
AUSTIN,MANITOBA,5040128,3773,49.9,-98.98,327,1989,1995,-999,-999,1989,1995,1989,1995
BACHELORS ISLAND MARINE,MANITOBA,5040131,10882,51.75,-99.9,255,1994,2012,1994,2012,1994,2012,1996,2004
BASSWOOD,MANITOBA,5040146,6894,50.25,-100.03,582,1992,1996,-999,-999,1992,1996,1992,1996
BEAVER,MANITOBA,5040165,3774,50.02,-98.7,262,1887,1907,-999,-999,1887,1907,1887,1907
BEAVER,MANITOBA,5040166,3775,50.05,-98.7,268,1973,2019,-999,-999,1973,2019,1973,2007
BIG VALLEY,MANITOBA,5040214,3776,50.47,-99.45,381,1977,1978,-999,-999,1977,1978,1977,1978
BIRCH RIVER,MANITOBA,5040218,3777,52.52,-100.92,267,1970,2000,-999,-999,1970,2000,1970,2000
BIRNIE,MANITOBA,5040230,3778,50.5,-99.48,432,1979,1983,-999,-999,1979,1983,1979,1983
DAUPHIN,MANITOBA,5040675,3779,51.15,-100.03,291,1890,1997,-999,-999,1890,1997,1890,1997
DAUPHIN A,MANITOBA,5040680,3780,51.1,-100.05,304,1942,2013,1953,2013,1942,2010,1942,2007
DAUPHIN CS,MANITOBA,5040681,26866,51.1,-100.06,304,1995,2019,1995,2019,1995,2019,2000,2007
DAUPHIN NORTH,MANITOBA,5040684,3781,51.17,-100.03,289,1983,1985,-999,-999,1983,1985,1983,1985
DAUPHIN SOUTH,MANITOBA,5040687,3782,51.02,-100.07,374,1985,1987,-999,-999,1985,1987,1985,1987
DAUPHIN,MANITOBA,5040689,48868,51.1,-100.05,304,2010,2019,2010,2019,2010,2019,-999,-999
DELTA MARSH CS,MANITOBA,5040764,3783,50.18,-98.38,248,1967,2011,1997,2011,1967,2011,1967,2007
DELTA WATERFOWL RS,MANITOBA,5040765,3784,50.18,-98.3,247,1965,1975,-999,-999,1965,1975,1965,1975
DUCK BAY,MANITOBA,5040789,5009,52.12,-100.2,253,1991,1994,-999,-999,1991,1994,1991,1994
DURBAN CDA EPF,MANITOBA,5040840,3785,51.93,-101.4,419,1954,1977,-999,-999,1954,1977,1954,1977
EDDYSTONE,MANITOBA,5040854,3786,51.08,-99.15,262,1971,1971,-999,-999,1971,1971,1971,1971
ERIKSDALE,MANITOBA,5040895,3787,50.83,-98.23,259,1959,1992,-999,-999,1959,1992,1959,1992
ERIKSDALE 1,MANITOBA,5040896,3788,50.87,-98.13,268,1978,1988,-999,-999,1978,1988,1978,1988
ERIKSDALE 2,MANITOBA,5040897,3789,50.88,-98.0,267,1962,1969,-999,-999,1962,1969,1962,1969
ETHELBERT,MANITOBA,5040899,3790,51.53,-100.38,343,1983,2009,-999,-999,1983,2009,1983,2006
FAIRFORD,MANITOBA,5040910,3791,51.58,-98.67,253,1973,1975,-999,-999,1973,1975,1973,1975
FORK RIVER,MANITOBA,5040973,3792,51.52,-100.02,266,1982,2001,-999,-999,1982,2001,1982,2001
GILBERT PLAINS,MANITOBA,5040985,3793,51.1,-100.47,403,1934,2016,-999,-999,1934,2016,1934,2007
GILBERT PLAINS 2,MANITOBA,5040986,3794,51.17,-100.48,388,1980,1982,-999,-999,1980,1982,1980,1982
CAYER,MANITOBA,5040EN5,3765,51.25,-99.08,259,1972,1981,-999,-999,1972,1981,1972,1981
COWAN,MANITOBA,5040FJ3,3766,52.03,-100.65,365,1984,2019,-999,-999,1984,2019,1984,2007
ASHERN NORTHWEST,MANITOBA,5040JK0,3767,51.2,-98.38,266,1989,2001,-999,-999,1989,2001,1989,2001
FORK RIVER NORTH,MANITOBA,5040R73,3768,51.57,-99.98,259,1982,2002,-999,-999,1982,2002,1982,2002
GLADSTONE,MANITOBA,5041049,3797,50.22,-98.95,270,1990,1998,-999,-999,1990,1998,1990,1998
GLADSTONE,MANITOBA,5041050,3798,50.37,-98.97,271,1961,1976,-999,-999,1961,1976,1961,1976
GLADSTONE SOUTH,MANITOBA,50410N0,3796,50.18,-99.02,281,1973,1990,-999,-999,1973,1990,1973,1990
GRANDVIEW,MANITOBA,5041116,3799,51.12,-100.7,442,1977,2003,-999,-999,1977,2003,1977,2003
GRANDVIEW CDA EPF,MANITOBA,5041120,3800,51.18,-100.8,464,1951,1970,-999,-999,1951,1970,1951,1970
GRASS RIVER,MANITOBA,5041140,3801,50.52,-98.97,269,1958,1997,-999,-999,1958,1997,1958,1997
GYPSUMVILLE,MANITOBA,5041229,3802,51.67,-98.73,265,1966,1987,1966,1987,1966,1980,1966,1980
GYPSUMVILLE 2,MANITOBA,5041230,3803,51.73,-98.67,260,1959,1966,-999,-999,1959,1966,1959,1966
GYPSUMVILLE EAST,MANITOBA,5041233,3804,51.73,-98.53,246,1982,1982,-999,-999,1982,1982,1982,1982
GYPSUMVILLE OLENDER,MANITOBA,5041237,3805,51.77,-98.63,252,1982,1984,-999,-999,1982,1984,1982,1984
KATRIME EXP ST,MANITOBA,5041400,3806,50.08,-98.68,270,1951,1960,-999,-999,1951,1960,1951,1960
KELWOOD,MANITOBA,5041425,3807,50.62,-99.47,352,1959,1993,-999,-999,1959,1993,1959,1993
KENVILLE EXP ST,MANITOBA,5041440,3808,52.0,-101.32,387,1951,1960,-999,-999,1951,1960,1951,1960
KERGWENAN,MANITOBA,5041450,3809,50.95,-99.53,280,1982,1986,-999,-999,1982,1986,1982,1986
LAKE DAUPHIN,MANITOBA,5041523,3810,51.2,-99.55,263,1984,1989,-999,-999,1984,1989,1984,1989
LAKELAND,MANITOBA,5041525,3811,50.27,-98.67,256,1970,1975,-999,-999,1970,1975,1970,1975
LAKE MANITOBA NARROWS,MANITOBA,5041527,3812,51.08,-98.78,251,1977,1978,-999,-999,1977,1978,1978,1978
LANGRUTH,MANITOBA,5041530,3813,50.4,-98.55,250,1970,2001,-999,-999,1970,2001,1970,2001
LANGRUTH WEST,MANITOBA,5041535,31088,50.41,-98.8,264,2001,2005,-999,-999,2001,2005,2001,2005
LENSWOOD EXP ST,MANITOBA,5041560,3814,52.53,-101.0,304,1951,1958,-999,-999,1951,1958,1951,1958
LUNDAR,MANITOBA,5041587,3815,50.75,-97.93,266,1969,2000,-999,-999,1969,2000,1969,2000
LUNDAR 4SW,MANITOBA,5041588,3816,50.65,-98.1,251,1970,1988,-999,-999,1970,1988,1970,1988
LUNDAR EAST,MANITOBA,5041589,30554,50.72,-97.85,269,2000,2007,-999,-999,2000,2007,2000,2007
MACDONALD,MANITOBA,5041670,3817,50.17,-98.5,249,1967,2008,-999,-999,1967,2008,1967,2007
MACGREGOR SOUTH,MANITOBA,5041680,31107,49.85,-98.83,361,2001,2007,-999,-999,2001,2007,2001,2007
MACGREGOR,MANITOBA,5041683,3818,49.88,-98.82,320,1969,1972,-999,-999,1969,1972,1969,1972
MACGREGOR,MANITOBA,5041684,3819,49.9,-98.7,300,1973,1996,-999,-999,1973,1996,1973,1996
MAFEKING,MANITOBA,5041685,3820,52.67,-101.1,325,1983,2019,-999,-999,1983,2019,1983,2007
MAGNET,MANITOBA,5041686,3821,51.32,-99.48,263,1982,2004,-999,-999,1982,2004,1982,2004
MCCREARY,MANITOBA,5041707,3822,50.73,-99.42,297,1973,1994,-999,-999,1973,1994,1973,1994
MEADOW PORTAGE,MANITOBA,5041711,3823,51.72,-99.55,249,1970,1988,-999,-999,1970,1988,1970,1988
MOOSEHORN,MANITOBA,5041800,3824,51.3,-98.62,249,1910,1966,-999,-999,1910,1966,1910,1966
MOOSEHORN,MANITOBA,5041801,3825,51.28,-98.4,269,1982,1984,-999,-999,1982,1984,1982,1984
MOOSEHORN COOK,MANITOBA,5041804,3826,51.28,-98.42,265,1982,1993,-999,-999,1982,1993,1982,1993
MOUNTAIN GAP,MANITOBA,5041970,3827,51.13,-100.75,460,1977,1977,-999,-999,1977,1977,1977,1977
MULVILHILL,MANITOBA,5041973,6895,50.95,-98.2,266,1991,1995,-999,-999,1991,1995,1991,1995
HILBRE,MANITOBA,5041B9B,3795,51.5,-98.6,251,1982,1983,-999,-999,1982,1983,1982,1983
NEEPAWA A,MANITOBA,5042000,3829,50.23,-99.5,388,1945,1962,-999,-999,1945,1962,1945,1962
NEEPAWA CSC,MANITOBA,5042003,3830,50.23,-99.47,368,1962,1969,-999,-999,1962,1969,1962,1969
NEEPAWA MURRAY 6 SOUTHWEST,MANITOBA,5042004,3831,50.15,-99.57,411,1986,2008,-999,-999,1986,2008,1986,2007
NEEPAWA WATER,MANITOBA,5042005,3832,50.22,-99.47,358,1969,2008,-999,-999,1969,2008,1969,2007
OVERFLOWING RIVER,MANITOBA,5042058,3834,53.15,-101.1,257,1984,1993,-999,-999,1984,1993,1984,1993
OCHRE RIVER SOUTH,MANITOBA,504205E,3833,50.98,-99.78,315,1979,1980,-999,-999,1979,1980,1979,1980
PAULSON,MANITOBA,5042062,3835,51.13,-99.83,274,1945,1945,-999,-999,1945,1945,1945,1945
OCHRE RIVER,MANITOBA,50420E5,3828,51.07,-99.78,280,1970,2005,-999,-999,1970,2005,1970,2005
PINE RIVER,MANITOBA,5042166,7314,51.8,-100.57,378,2001,2005,-999,-999,2001,2005,2001,2005
PINE RIVER,MANITOBA,5042167,3836,51.72,-100.32,312,1963,1967,-999,-999,1963,1967,1963,1967
PINE RIVER,MANITOBA,5042168,3837,51.77,-100.32,302,1970,1984,-999,-999,1970,1984,1970,1984
PINE RIVER,MANITOBA,5042169,3838,51.8,-100.57,378,1981,2002,-999,-999,1981,2002,1981,2002
PLUMAS,MANITOBA,5042240,3839,50.37,-99.08,281,1951,1994,-999,-999,1951,1994,1951,1994
PLUMAS,MANITOBA,5042241,3840,50.42,-99.03,275,1970,1988,-999,-999,1970,1988,1970,1988
